收款商户号,支付记录编号,支付时间,支付金额,收入金额,通道号,银行支付记录编号,成功日期,清算勾兑日期,内扣手续费,外扣手续费,对账类型,记录生成日期
20121114018,20130325130909,2013/3/25 14:15:02,10000,59.6,105,,2013/3/25 14:15:10,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130904,2013/3/25 14:09:04,5000,29.8,105,,2013/3/25 14:09:09,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130903,2013/3/25 14:08:33,1800,10.728,105,,2013/3/25 14:08:41,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130896,2013/3/25 13:55:49,22250,132.61,105,,2013/3/25 13:55:56,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130864,2013/3/25 13:16:27,200000,1192,105,,2013/3/25 13:16:34,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130857,2013/3/25 13:06:43,22150,132.014,105,,2013/3/25 13:06:48,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130855,2013/3/25 13:03:13,22245,132.5802,105,,2013/3/25 13:03:20,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130854,2013/3/25 13:02:47,500,2.98,105,,2013/3/25 13:02:55,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130836,2013/3/25 12:43:18,500,2.98,105,,2013/3/25 12:43:25,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130795,2013/3/25 11:31:19,3000,17.88,105,,2013/3/25 11:31:26,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130783,2013/3/25 11:23:47,2000,11.92,105,,2013/3/25 11:23:54,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130729,2013/3/25 10:58:32,20000,119.2,105,,2013/3/25 10:58:39,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130706,2013/3/25 10:26:08,1000,5.96,105,,2013/3/25 10:26:15,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130684,2013/3/25 10:00:14,8000,47.68,105,,2013/3/25 10:00:19,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130683,2013/3/25 9:58:55,15009.81,89.4584676,105,,2013/3/25 9:59:02,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130613,2013/3/25 9:45:40,800,4.768,105,,2013/3/25 9:45:45,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130609,2013/3/25 9:45:25,100,0.596,105,,2013/3/25 9:45:30,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130608,2013/3/25 9:45:19,100,0.596,105,,2013/3/25 9:45:24,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130395,2013/3/25 9:08:26,2000,11.92,105,,2013/3/25 9:08:33,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325130329,2013/3/25 8:40:13,100,0.596,105,,2013/3/25 8:40:21,2013/3/25 0:00:00,,,1,2013/3/26 10:41:14
20121114018,20130325131178,2013/3/25 23:43:43,3000,17.88,103,,2013/3/25 23:43:44,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131168,2013/3/25 23:02:13,2000,11.92,103,,2013/3/25 23:02:14,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131162,2013/3/25 22:49:09,1000,5.96,103,,2013/3/25 22:49:11,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131152,2013/3/25 22:21:14,2000,11.92,103,,2013/3/25 22:21:15,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131149,2013/3/25 22:11:31,2000,11.92,103,,2013/3/25 22:11:33,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131146,2013/3/25 22:06:56,1000,5.96,103,,2013/3/25 22:06:58,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131143,2013/3/25 22:05:19,1600,9.536,103,,2013/3/25 22:05:20,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131138,2013/3/25 22:03:29,1000,5.96,103,,2013/3/25 22:03:31,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131137,2013/3/25 22:02:10,2000,11.92,103,,2013/3/25 22:02:11,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131133,2013/3/25 21:50:55,28000,166.88,103,,2013/3/25 21:50:57,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131131,2013/3/25 21:45:41,100,0.596,103,,2013/3/25 21:45:43,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131128,2013/3/25 21:43:49,1500,8.94,103,,2013/3/25 21:43:51,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131118,2013/3/25 21:23:21,3000,17.88,103,,2013/3/25 21:23:22,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131117,2013/3/25 21:20:08,1800,10.728,103,,2013/3/25 21:20:10,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131095,2013/3/25 20:40:52,500,2.98,103,,2013/3/25 20:40:54,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131089,2013/3/25 20:34:37,1060,6.3176,103,,2013/3/25 20:34:39,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131088,2013/3/25 20:32:13,500,2.98,103,,2013/3/25 20:32:14,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131082,2013/3/25 20:05:04,2000,11.92,103,,2013/3/25 20:05:06,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131073,2013/3/25 19:24:12,5000,29.8,103,,2013/3/25 19:24:14,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131071,2013/3/25 19:14:42,5000,29.8,103,,2013/3/25 19:14:44,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131053,2013/3/25 18:19:29,1000,5.96,103,,2013/3/25 18:19:30,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131037,2013/3/25 17:36:56,180000,1072.8,103,,2013/3/25 17:36:58,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131009,2013/3/25 16:17:33,1000,5.96,103,,2013/3/25 16:17:35,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130991,2013/3/25 14:59:04,2000,11.92,103,,2013/3/25 14:59:05,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130969,2013/3/25 14:49:13,2000,11.92,103,,2013/3/25 14:49:14,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130966,2013/3/25 14:48:19,1000,5.96,103,,2013/3/25 14:48:21,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130962,2013/3/25 14:47:16,2000,11.92,103,,2013/3/25 14:47:18,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130960,2013/3/25 14:46:37,1900,11.324,103,,2013/3/25 14:46:39,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130942,2013/3/25 14:38:08,1000,5.96,103,,2013/3/25 14:38:10,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130941,2013/3/25 14:38:08,2000,11.92,103,,2013/3/25 14:38:10,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130937,2013/3/25 14:36:40,1000,5.96,103,,2013/3/25 14:36:41,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130935,2013/3/25 14:34:57,1000,5.96,103,,2013/3/25 14:34:59,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130930,2013/3/25 14:31:18,200,1.192,103,,2013/3/25 14:31:19,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130926,2013/3/25 14:29:11,1000,5.96,103,,2013/3/25 14:29:12,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130925,2013/3/25 14:29:07,5000,29.8,103,,2013/3/25 14:29:09,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130924,2013/3/25 14:28:22,400,2.384,103,,2013/3/25 14:28:24,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130920,2013/3/25 14:24:47,1000,5.96,103,,2013/3/25 14:24:48,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130913,2013/3/25 14:17:47,3000,17.88,103,,2013/3/25 14:17:48,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130908,2013/3/25 14:14:19,3000,17.88,103,,2013/3/25 14:14:21,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130906,2013/3/25 14:13:28,1000,5.96,103,,2013/3/25 14:13:30,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130895,2013/3/25 13:55:47,2000,11.92,103,,2013/3/25 13:55:49,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130894,2013/3/25 13:55:33,1000,5.96,103,,2013/3/25 13:55:34,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130893,2013/3/25 13:53:19,200,1.192,103,,2013/3/25 13:53:20,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130888,2013/3/25 13:47:20,100,0.596,103,,2013/3/25 13:47:22,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130886,2013/3/25 13:46:22,100,0.596,103,,2013/3/25 13:46:23,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130883,2013/3/25 13:44:04,1000,5.96,103,,2013/3/25 13:44:05,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130872,2013/3/25 13:20:30,2000,11.92,103,,2013/3/25 13:20:32,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130867,2013/3/25 13:18:17,1000,5.96,103,,2013/3/25 13:18:18,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130862,2013/3/25 13:14:48,3600,21.456,103,,2013/3/25 13:14:49,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130861,2013/3/25 13:14:27,2000,11.92,103,,2013/3/25 13:14:28,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130860,2013/3/25 13:11:20,1000,5.96,103,,2013/3/25 13:11:21,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130859,2013/3/25 13:10:24,1000,5.96,103,,2013/3/25 13:10:25,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130838,2013/3/25 12:43:43,3000,17.88,103,,2013/3/25 12:43:44,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130833,2013/3/25 12:42:36,3000,17.88,103,,2013/3/25 12:42:37,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130831,2013/3/25 12:40:58,2000,11.92,103,,2013/3/25 12:41:00,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130827,2013/3/25 12:34:21,2000,11.92,103,,2013/3/25 12:34:23,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130818,2013/3/25 12:21:09,1000,5.96,103,,2013/3/25 12:21:10,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130816,2013/3/25 12:19:35,2100,12.516,103,,2013/3/25 12:19:36,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130814,2013/3/25 12:15:54,1000,5.96,103,,2013/3/25 12:15:55,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130808,2013/3/25 11:50:56,1000,5.96,103,,2013/3/25 11:50:57,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130803,2013/3/25 11:43:49,100000,596,103,,2013/3/25 11:43:51,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130790,2013/3/25 11:26:51,15000,89.4,103,,2013/3/25 11:26:52,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130780,2013/3/25 11:21:58,1000,5.96,103,,2013/3/25 11:22:00,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130774,2013/3/25 11:16:15,1000,5.96,103,,2013/3/25 11:16:17,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130771,2013/3/25 11:15:02,5000,29.8,103,,2013/3/25 11:15:04,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130764,2013/3/25 11:02:57,20000,119.2,103,,2013/3/25 11:02:58,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130726,2013/3/25 10:53:57,33000,196.68,103,,2013/3/25 10:53:59,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130722,2013/3/25 10:45:53,300,1.788,103,,2013/3/25 10:45:54,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130720,2013/3/25 10:45:32,300,1.788,103,,2013/3/25 10:45:33,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130715,2013/3/25 10:39:03,3000,17.88,103,,2013/3/25 10:39:05,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130712,2013/3/25 10:38:00,1000,5.96,103,,2013/3/25 10:38:02,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130697,2013/3/25 10:16:19,1000,5.96,103,,2013/3/25 10:16:20,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130679,2013/3/25 9:55:35,10000,59.6,103,,2013/3/25 9:55:37,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130661,2013/3/25 9:52:15,300,1.788,103,,2013/3/25 9:52:17,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130652,2013/3/25 9:50:35,100,0.596,103,,2013/3/25 9:50:37,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130647,2013/3/25 9:50:22,200,1.192,103,,2013/3/25 9:50:24,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130643,2013/3/25 9:49:47,100,0.596,103,,2013/3/25 9:49:48,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130635,2013/3/25 9:48:48,500,2.98,103,,2013/3/25 9:48:50,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130631,2013/3/25 9:48:15,500,2.98,103,,2013/3/25 9:48:16,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130621,2013/3/25 9:46:32,200,1.192,103,,2013/3/25 9:46:33,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130616,2013/3/25 9:45:51,300,1.788,103,,2013/3/25 9:45:52,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130612,2013/3/25 9:45:39,100,0.596,103,,2013/3/25 9:45:40,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130595,2013/3/25 9:44:28,500,2.98,103,,2013/3/25 9:44:29,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130592,2013/3/25 9:43:38,200,1.192,103,,2013/3/25 9:43:39,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130574,2013/3/25 9:39:22,100,0.596,103,,2013/3/25 9:39:24,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130558,2013/3/25 9:36:12,300,1.788,103,,2013/3/25 9:36:13,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130548,2013/3/25 9:34:49,100,0.596,103,,2013/3/25 9:34:50,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130547,2013/3/25 9:34:34,200,1.192,103,,2013/3/25 9:34:36,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130533,2013/3/25 9:31:42,100,0.596,103,,2013/3/25 9:31:44,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130525,2013/3/25 9:30:07,500,2.98,103,,2013/3/25 9:30:09,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130509,2013/3/25 9:27:37,200,1.192,103,,2013/3/25 9:27:39,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130506,2013/3/25 9:27:21,100,0.596,103,,2013/3/25 9:27:22,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130504,2013/3/25 9:27:13,200,1.192,103,,2013/3/25 9:27:15,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130500,2013/3/25 9:26:02,100,0.596,103,,2013/3/25 9:26:03,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130489,2013/3/25 9:23:24,200,1.192,103,,2013/3/25 9:23:25,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130441,2013/3/25 9:16:40,200,1.192,103,,2013/3/25 9:16:41,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130440,2013/3/25 9:16:02,300,1.788,103,,2013/3/25 9:16:03,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130438,2013/3/25 9:15:49,500,2.98,103,,2013/3/25 9:15:51,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130436,2013/3/25 9:15:44,200,1.192,103,,2013/3/25 9:15:46,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130434,2013/3/25 9:15:28,1000,5.96,103,,2013/3/25 9:15:29,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130426,2013/3/25 9:14:10,300,1.788,103,,2013/3/25 9:14:11,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130423,2013/3/25 9:13:27,500,2.98,103,,2013/3/25 9:13:29,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130422,2013/3/25 9:13:17,300,1.788,103,,2013/3/25 9:13:18,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130412,2013/3/25 9:12:05,200,1.192,103,,2013/3/25 9:12:06,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130411,2013/3/25 9:11:59,200,1.192,103,,2013/3/25 9:12:00,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130406,2013/3/25 9:10:51,500,2.98,103,,2013/3/25 9:10:52,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130405,2013/3/25 9:10:40,100,0.596,103,,2013/3/25 9:10:42,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130403,2013/3/25 9:10:14,100,0.596,103,,2013/3/25 9:10:15,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130402,2013/3/25 9:09:49,200,1.192,103,,2013/3/25 9:09:50,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130401,2013/3/25 9:09:06,100,0.596,103,,2013/3/25 9:09:08,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130400,2013/3/25 9:08:59,100,0.596,103,,2013/3/25 9:09:00,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130399,2013/3/25 9:08:54,100,0.596,103,,2013/3/25 9:08:55,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130398,2013/3/25 9:08:43,300,1.788,103,,2013/3/25 9:08:44,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130392,2013/3/25 9:08:06,300,1.788,103,,2013/3/25 9:08:07,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130391,2013/3/25 9:08:03,500,2.98,103,,2013/3/25 9:08:04,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130380,2013/3/25 9:04:33,1000,5.96,103,,2013/3/25 9:04:34,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130347,2013/3/25 8:58:37,300,1.788,103,,2013/3/25 8:58:39,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130344,2013/3/25 8:58:37,100,0.596,103,,2013/3/25 8:58:38,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130342,2013/3/25 8:58:37,170,1.0132,103,,2013/3/25 8:58:38,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130338,2013/3/25 8:58:37,100,0.596,103,,2013/3/25 8:58:38,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130337,2013/3/25 8:58:36,500,2.98,103,,2013/3/25 8:58:38,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130336,2013/3/25 8:58:36,200,1.192,103,,2013/3/25 8:58:38,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130326,2013/3/25 8:36:26,100,0.596,103,,2013/3/25 8:36:27,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130320,2013/3/25 7:58:20,2000,11.92,103,,2013/3/25 7:58:22,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130318,2013/3/25 7:24:44,8222.3,49.004908,103,,2013/3/25 7:24:46,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130316,2013/3/25 6:44:05,100,0.596,103,,2013/3/25 6:44:07,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130315,2013/3/25 6:40:39,100,0.596,103,,2013/3/25 6:40:40,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130313,2013/3/25 1:22:34,1000,5.96,103,,2013/3/25 1:22:35,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130308,2013/3/25 0:34:04,1000,5.96,103,,2013/3/25 0:34:05,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325130307,2013/3/25 0:08:48,1000,5.96,103,,2013/3/25 0:08:49,2013/3/25 0:00:00,,,1,2013/3/26 10:42:18
20121114018,20130325131164,2013/3/25 22:51:13,1000,5.96,303,,2013/3/25 22:51:14,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325131139,2013/3/25 22:03:32,1000,5.96,303,,2013/3/25 22:03:33,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325131078,2013/3/25 19:46:19,20000,119.2,303,,2013/3/25 19:46:20,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325131076,2013/3/25 19:42:56,2000,11.92,303,,2013/3/25 19:42:56,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325131027,2013/3/25 17:17:18,3000,17.88,303,,2013/3/25 17:17:19,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325131015,2013/3/25 16:38:50,1000,5.96,303,,2013/3/25 16:38:51,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325131008,2013/3/25 16:16:35,3800,22.648,303,,2013/3/25 16:16:35,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130914,2013/3/25 14:18:48,5000,29.8,303,,2013/3/25 14:18:48,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130911,2013/3/25 14:16:21,1000,5.96,303,,2013/3/25 14:16:22,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130910,2013/3/25 14:15:14,2000,11.92,303,,2013/3/25 14:15:15,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130841,2013/3/25 12:52:19,6000,35.76,303,,2013/3/25 12:52:19,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130829,2013/3/25 12:39:45,1000,5.96,303,,2013/3/25 12:39:46,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130828,2013/3/25 12:39:17,3000,17.88,303,,2013/3/25 12:39:18,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130805,2013/3/25 11:46:38,1000,5.96,303,,2013/3/25 11:46:39,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130804,2013/3/25 11:45:06,100,0.596,303,,2013/3/25 11:45:06,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130802,2013/3/25 11:42:59,1000,5.96,303,,2013/3/25 11:43:00,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130801,2013/3/25 11:41:08,2000,11.92,303,,2013/3/25 11:41:09,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130798,2013/3/25 11:36:36,6000,35.76,303,,2013/3/25 11:36:37,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130794,2013/3/25 11:31:04,3000,17.88,303,,2013/3/25 11:31:05,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130792,2013/3/25 11:28:33,7200,42.912,303,,2013/3/25 11:28:34,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130788,2013/3/25 11:25:55,2000,11.92,303,,2013/3/25 11:25:56,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130787,2013/3/25 11:25:37,10000,59.6,303,,2013/3/25 11:25:38,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130785,2013/3/25 11:24:01,1000,5.96,303,,2013/3/25 11:24:02,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130777,2013/3/25 11:17:26,1000,5.96,303,,2013/3/25 11:17:27,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130772,2013/3/25 11:15:48,0.01,0.0000596,303,,2013/3/25 11:15:49,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130754,2013/3/25 11:01:02,100,0.596,303,,2013/3/25 11:01:02,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130728,2013/3/25 10:57:59,31000,184.76,303,,2013/3/25 10:57:59,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130716,2013/3/25 10:39:50,100,0.596,303,,2013/3/25 10:39:51,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130714,2013/3/25 10:38:52,100,0.596,303,,2013/3/25 10:38:52,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130708,2013/3/25 10:27:52,1000,5.96,303,,2013/3/25 10:27:53,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
20121114018,20130325130705,2013/3/25 10:24:28,3000,17.88,303,,2013/3/25 10:24:29,2013/3/25 0:00:00,,,1,2013/3/26 12:15:00
